Número de serie,Escuela o facultad:,Edad:,Sexo:,Tiene tutor,"1.	¿Conoces las actividades de tutoría que se desarrollan en tu Escuela o Facultad?","2.	¿Consideras que en tu Escuela o Facultad es necesaria la tutoría?","3.	¿Consideras que en tu Escuela o Facultad la tutoría funciona?",Sugerencias
4127,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,No,Realmente he tenido tutores pero no hay alguna contribución personal o académica en la que yo lo haya requerido o necesitado.
4129,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Me parece que la tutoría está muy bien diseñada por ahora.
4130,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,Me  gustaría que al menos sean2 tutores por salon.
4133,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,"No, ninguna"
4136,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,"No tengo ninguna sugerencia, la tutoría en esta escuela es muy buena"
4137,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,No,Mejorar
4139,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,No tengo ninguna queja ni sugerencia creo que esta todo bien con la asesoría 
4140,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Me gustan los servicios, solo que podrían difundir la información mas en la pagina de la escuela "
4141,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Solo que se escojan bien a las personas que serán tutores, de preferencia que sean buenas personas.:)"
4143,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Ninguna
4145,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,Ninguna sugerencia
4146,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Esta todo bien
4147,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,"Sugiero que los tutores tengan más atención con sus grupos.
"
4148,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,Organizar mejor 
4152,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,"Pues que los profesores expliquen mejores los temas, y nos apoyen, igualmente nosotros poner demasiada atención"
4153,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,No, 
4154,Escuela Nacional Preparatoria,16,Masculino,A,No,No,No,Que los profesores encargados de grupos estén mejor preparados y tengan información necesaria. 
4155,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Solo me gustaría que se aborden más actividades
interactivas relacionados con el estado psicólogo y 
mental de los alumnos."
4156,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,No tengo ninguna sugerencia.
4157,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Estar un poco más al pendiente.
4158,FES Cuautitlán,22,Masculino,A,No,Sí,Sí,Son buenos
4159,Facultad de Arquitectura,20,Femenino,A,No,Sí,Sí,"Ninguna, me parece que esta muy bien tutoría en mi facultad ."
4160,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,"La mayoría de las personas no sabe que existen las tutorías, recomiendo hacer público, muy público, quienes son los tutores"
4161,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Ninguna 
4162,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Tener horarios específicos para tratar con el tutor 
4163,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,"Para mi opinión personal, me gusta como lo manejan los profesores y profesoras. "
4164,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,"El servicio y trato que he tenido con mi tutora ha sido de hecho muy eficiente, no tengo sugerencias por el momento. "
4165,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,No
4166,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,No tengo sugerencias
4167,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,"Se dediquen más a ser tutores que a establecer una calificación, ya que necesitamos que se nos apoye, no que se nos evalue. "
4168,Facultad de Medicina,24,Femenino,A,Sí,Sí,Sí,Creo que tal vez deberían de mejorar el ámbito virtual ya que ahorita que no estuvimos en línea fue escasa la respuesta al solicitar un tutor. 
4169,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,No tengo ninguna sugerencia
4170,Facultad de Ingeniería,21,Masculino,A,Sí,Sí,No,No me siento respaldado ni apoyado por el tutor para el desarrollo académico de nostros.
4171,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,No,Que pongas mejores tutores
4172,Escuela Nacional Preparatoria,15,Femenino,A,No,No,No,Dar a conocer en qué consiste la tutoría para saber cuál es su función y que existan medio para que los estudiantes puedan acercarse a ellas para tener una  comunicación efectiva.
4173,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,No tengo sugerencia.
4174,Escuela Nacional Preparatoria,18,Femenino,A,No,Sí,No,"Escucho a mi tutor, pero me considero una persona prudente que piensa mucho antes de hacer cualquier cosa, por lo que no siento que me sirva mucho la tutoría pero en ocasiones me encuentro con barreras acerca de procesos académicos que no entiendo, ahí es donde más me ayudan los tutores, pues me explican el proceso."
4175,FES Iztacala,20,Femenino,A,No,Sí,Sí,Notifiquen al inicio del semestre a los tutores y no cuando ya va a culminar 
4176,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Dedicarle más tiempo al tema de la tutoría y asegurarse de que todos los profesores que deban cumplir esta función, lo hagan adecuadamente y de forma constante.
"
4177,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,No,Una mejor comunicación tanto grupal como con la tutora dentro de las aulas de clase. Así como una mejor orientación de los programas y el sistema de la escuela. 
4179,FES Cuautitlán,20,Femenino,A,No,Sí,No,"Que los tutores sean más integrados a las problemáticas 
"
4181,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,ninguna
4182,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,No tengo alguna sugerencia.
4183,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,"El primer año que estuve en la prepa mi tutor no apareció nunca 
"
4185,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,Dar más información sobre la tutoría 
4186,FES Aragón,22,Masculino,A,Sí,Sí,Sí,Depende del tutor que tengas pero si te asignan a alguien que si quiere ayudarte es algo muy recomendable ya que muchos de los tutores ni siquiera te hacen saber que lo son. 
4188,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,Ninguna 
4189,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"No, ninguna"
4190,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Que los tutores tengan un poco mas de presencia 
4191,Escuiela Nacional de Trabajo Social,24,Femenino,A,Sí,Sí,Sí,NINGUNA 
4192,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Cuando estén ayudando a un alumno se dediquen a un tema en específico y no estén dando varios al mismo tiempo.
4197,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"En general, me parece adecuada la tutoría, acompañada de un ambiente sano y cooperativo."
4198,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,...
4199,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,"Que la tutora se comunique primero que todos los maestros y nos explique como funciona el trabajo  de todos los profesores  y la escuela 

"
4201,Escuela Nacional Preparatoria,18,Masculino,A,Sí,No,No,.
4202,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,No,ninguna
4203,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,"Sería que se tomara más en cuenta la responsabilidad de ser tutor 
"
4204,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,No,"Mejorar
"
4205,Escuiela Nacional de Trabajo Social,19,Femenino,A,Sí,Sí,Sí,"No, realmente es funcional"
4206,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Ninguna por el momento
4208,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,ninguna
4209,ENP 8,15,Femenino,A,Sí,Sí,Sí,No hay
4210,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,"Todo esta bien por ahora
"
4212,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,ninguna
4214,Escuela nacional preparatoria 8 Miguel E. Schulz,15,Femenino,A,Sí,Sí,Sí,Pues no tengo ninguna siento que es muy eficiente 
4216,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,NINGUNA 
4217,FES Cuautitlán,21,Femenino,A,Sí,Sí,Sí,"Seria mejor si se profundizaran los temas de titulación, servicio social y paquetes terminales, no solo en los últimos semestres "
4219,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Hasta el memento me siento bastante satisfecha con las tutorias y con mi tutor actual. 
4221,cdmx,15,Femenino,A,Sí,Sí,Sí,en mi opinión el espacio de tutoría no requiere mejoras 
4222,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Ninguna
4223,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Revisar la información en las clases en línea
4224,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,no tengo ninguna sugerencia. 
4225,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,No
4226,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Que los tutores sigan respaldando a los alumnos para brindarles información sobre las novedades académicas 
4227,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,no tengo ninguna
4229,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Para mí la tutoría está muy bien 
4230,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,No,Más atención.
4234,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Ninguna, es excelente mi tutor "
4235,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,No tengo ninguna sugerencia.
4236,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,No tengo sugerencias. 
4237,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,Ninguna 
4242,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Me gustaría que hubieran más sesiones de tutoría
4243,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,Ninguna sugerencia
4244,Escuiela Nacional de Trabajo Social,20,Masculino,A,No,Sí,No,"Darle mejor difusión entre los alumnos, así como destinar un horario especifico para poder tomarla, debido a que no existe este espacio tan solo los medios de contacto del tutor (a) para ponerse en contacto extra clase."
4245,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Que se de más información para las tutorías 
4247,FES Acatlán,20,Masculino,A,No,Sí,Sí,No tengo
4248,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,"estoy muy contento con la función del tutor porque nos brinda información sobre actividades de la prepa, actividades de las cuales desconocemos"
4249,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Más difusión e interacción 
4250,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,ninguna sugerencia por el momento
4251,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,.
4252,Escuela Nacional Preparatoria,18,Femenino,A,No,Sí,No,Que se de un espacio para tutorías donde apoyen a los alumnos con dudas escolares. 
4254,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Me gustaría que hubieran más clases de tutoría ya que siento que es un espacio en el que puedes externar las dudas que tengas con respecto a la escuela. 
4255,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,No tengo
4257,Escuela Nacional Preparatoria,18,Masculino,A,Sí,No,Sí,.
4259,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,"Es un muy buen programa, además de que los tutores que he tenido a lo largo de la preparatoria siempre han sido muy accesibles y buenos para su labor."
4261,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,No,No tengo sugerencias.
4262,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,Sí,todo correcto 
4264,Escuela Nacional Preparatoria,18,Femenino,A,No,Sí,No,"Sesiones más recurrentes, por lo general con temas como becas, salud mental y carreras."
4265,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Tener más tutorías
4266,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Me parece que no tengo ninguna sugerencia ya que he recibido mucho apoyo e información de parte de mi tutor
4267,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Podría ser tener un poco más de compromiso
4268,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,Hacer llegar más información al estudiantado sobre temas de interés o cursos con fines educativos 
4269,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,"No todos los grupos tienen tutores, sería bueno que todos tuvieran"
4270,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,No
4272,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,"Ninguna, me parece un buen espacio para la resolución de dudas"
4273,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Ninguna 
4274,Facultad de Filosofía y Letras,18,Femenino,A,No,Sí,No,Capacitar mejor a los tutores.
4276,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,No,Tal vez impartir una hora más a la semana. 
4278,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,Presenciaaaaal!!!!
4280,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,no
4281,Escuiela Nacional de Trabajo Social,38,Femenino,A,No,Sí,Sí,"Se que tengo un tutor, pero honestamente he tenido muy poco contacto e ignoro muchas de sus funciones "
4282,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Que la información llegue a los alumnos con más rapidez 
4284,Colegio de Ciencias y Humanidades,17,Masculino,A,Sí,Sí,Sí,"Me gusta, no tengo 
Sugerencias :)"
4285,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,No,ninguna
4286,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,"Todo está bien, no hay necesidad de cambiarlo "
4287,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Que den a conocer un poco lo que son o lo que deben hacer los tutores, ya es entendible pero no vendría mal el que lo expliquen un poco mejor"
4288,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,No tengo ninguna sugerencia.
4290,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,". No tengo ninguna sugerencia.
Me agrada mucho el sistema con el que trabajamos. "
4291,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,Sí,.
4292,Facultad e Contaduría y Administración,21,Masculino,A,No,No,No,contacto directo con el tutor
4293,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,"No tengo ninguna sugerencia, a mi parecer está bien las clases que recibimos de tutoría "
4295,Colegio de Ciencias y Humanidades,16,Femenino,A,No,No,Sí,Ninguna duda ni sugerencia.
4297,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,No tengo ninguna sugerencia por el momento 
4300,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Mi sugerencia es tener mas tiempo para los alumnos
4302,Colegio de Ciencias y Humanidades,16,Femenino,A,No,Sí,Sí,Creo que así esta bien el programa de tutoria
4303,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Sin comentarios 
4304,Colegio de Ciencias y Humanidades,16,Femenino,A,No,Sí,Sí,Ninguna por el momento 
4305,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Ninguna 
4306,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Impartir una tutoría adecuada.
4307,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,"No, no tengo sugerencia
"
4308,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,Ninguna 
4309,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Enfocarse en la salud mental
"
4310,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,Podrían dar más información de las tutorías
4311,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,No tengo ninguna puesto que confiero que así cómo está la tutoría es excelente 
4312,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Considero que haría falta un mayor desarrollo de las clases de tutoría. 
4313,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,No,Desde mi punto de vista creo que lo principal seria poner tutores que estén de acuerdo con el ser tutores para que de esta manera su ayuda sea mayor ya que si no quieren se nota su indiferencia o su falta de tiempo para ayudarnos
4314,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,Que ambas secciones cuenten con un tutor
4315,ENP 5 ,16,Femenino,A,No,Sí,Sí,En lo personal mi tutora es muy buena 
4316,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,Considero que la tutoria culple su funcion 
4318,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,Sí,realizar más actividades en conjunto
4319,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,No
4320,Colegio de Ciencias y Humanidades,17,Masculino,A,Sí,Sí,Sí,Pues nada me gusta que siempre esta atenta de nosotros 
4321,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Me gustaría que las tutorías fueran mas expuestas, me refiero a que que yo no las conocía hasta ya muy avanzado el semestre."
4323,Facultad de Derecho,47,Masculino,A,No,Sí,No, conocer lo mas pronto posible al tutor y la información propia de las tutorias.
4324,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,No tengo ninguna 
4325,Colegio de Ciencias y Humanidades,16,Femenino,A,No,Sí,Sí,Ninguna
4326,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,No,"Creo que deberían asignarle un tutor a todos los grupos, ya que en  quinto no tenía tutor"
4327,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,No tengo ninguna sugerencia
4328,Colegio de Ciencias y Humanidades,15,Masculino,A,No,Sí,No,"Me gustaría que los profesores nos ayuden con el tema de la Beca del Bienstar, ya que no nos han dado suficiente información.  "
4329,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,Nada que agregar.
4330,Colegio de Ciencias y Humanidades,15,Masculino,A,Sí,Sí,Sí,No
4331,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Seguir impartiendo cursos de tutoría
4332,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,"Probablemente que haya más sesiones de tutoría, ya que suelen ser muy pocas en el ciclo escolar."
4333,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Todo bien.
4335,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Que se hagan más sesiones de tutorias
4336,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,No,no
4337,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,No,"En general, las actividades de tutoría me han ayudado y creo que a veces el tiempo es limitado."
4338,Colegio de Ciencias y Humanidades,16,Masculino,A,Sí,Sí,Sí,No sabría cual.
4339,Escuela Nacional Preparatoria,19,Femenino,A,No,Sí,No,"mi tutora si se esfuerza mucho pero nunca antes había sabido de la tutoría, siento que no le dan mucha difusión. "
4340,Escuela Nacional Preparatoria,16,Femenino,A,No,Sí,No,"No tengo
"
4341,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,"Que el tutor no sea algún maestro que te da clase, que sea un maestro que única y exclusivamente te de TUTORÍA, para evitar tener que guardarse cosas para no afectar tu relación con algún profesor.
"
4344,Colegio de Ciencias y Humanidades,17,Femenino,A,No,Sí,Sí,"Proporcionarnos más información acerca delas carreas que hay en la UNAM, ayudarnos a mejorar nuestro rendimiento en las materias, realizar actividades para beneficiar a nuestro desarrllo, etc."
4345,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Ninguna siguerencia
4346,Escuela Nacional Preparatoria,19,Masculino,A,Sí,Sí,Sí,el poder consultar los horarios de atención para organizar el tiempo de cada clase
4348,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,sin sugerencia 
4350,Facultad e Contaduría y Administración,24,Masculino,A,Sí,Sí,Sí,"se que es difícil pero podrían brindar mas comunicación otras dependencias como por ejemplo el apoyo con los puntos culturales, los talleres y otro tipos de actividades, ya que cuando uno empieza es mucha información y por eso mismo no logramos informarnos bien."
4351,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí, 
4352,Escuela Nacional Preparatoria,15,Femenino,A,No,No,No,No tengo ninguna sugerencia 
4354,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,No tengo ninguna sugerencia
4355,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Mi tutora se ha tomado el tiempo de enseñarnos a organizarnos un poco más y relajarnos 
4356,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,No 
4357,Escuiela Nacional de Trabajo Social,29,Femenino,A,Sí,Sí,Sí,El tutor debería ponerse en contacto con el grupo.
4358,Escuiela Nacional de Trabajo Social,38,Femenino,A,Sí,Sí,Sí,Que se les permita a los tutores tener comunicación directa con los profesores del grupo ante cualquier situación expuesta por alguno de nosotros. 
4359,Facultad de Filosofía y Letras,19,Femenino,A,No,Sí,Sí,el numero de horas que dan para las tutorías no son suficientes
4361,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,No,Mayor información sobre el programa
4362,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,.
4363,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,no tengo
4364,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,No,Tal vez involucrarse un poco más a nivel personal
4365,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"Frecuentar a los alumnos para su mejora académica ya sea por medio de correos, mensajes de texto etc "
4366,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,No tengo ninguna sugerencia
4367,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,Ep
4369,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Mejorar la orientación vocacional 
4370,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,Sí,"Pues en general, y en el caso de mi tutora, si ha mostrado desde siempre su apoyo y atención a todo el grupo y si está está pendiente de como vamos y nos ayuda a mejorar algunos aspectos"
4371,Escuela Nacional Preparatoria,18,Femenino,A,No,Sí,No,Que se difunda mejor la informacion acerca de los programas de tutoria y como nos puede ayudar
4372,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Todo está bien.
4374,Escuela Nacional Preparatoria,17,Masculino,A,No,No,Sí,No tengo ninguna sugerencia para este programa. 
4375,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,Sí,sería maravilloso que las escuelas dieran una platica para saber de las actividades de tutoria y no entrar en blanco
4376,"Escuela Nacional Preparatoria ""Justo Sierra""",17,Femenino,A,Sí,Sí,No,ninguna
4378,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Que se informe sobre este programa
4379,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,No,no
4380,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"Probablemente tener al menos una clase al mes, destinada para tutoría"
4381,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Podrían explicar más acerca de los planes de tutoría y que programas existen de estos.
4384,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,No,que los tutores puedan intervenir para apelar ante los alumnos cuando otro profesor no esta siendo justo y solo por voluntad esta afectando a los alumno 
4386,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Darle un poco más de difusión a las actividades de tutoría
4387,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,"Creo que tienen a las personas correctas, solo faltaría más información al alacnace."
4388,Escuela Nacional Preparatoria,18,Femenino,A,No,Sí,No,Dar a conocer el programa y ejecutarlo
4389,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,No
4390,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,Que el tutor dedique de 5-20 minutos dependiendo las situaciones que se aborden para apoyarnos no solo educativamente sino personalmente. 
4391,Escuela Nacional Preparatoria 3 Justo Sierra ,17,Femenino,A,No,Sí,Sí,Dar más información sobre la función de los tutores 
4392,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Dar a conocer mas programas para mejorar el rendimiento académico.
4393,"ENP 3 ""Justo Sierra""",17,Masculino,A,No,Sí,Sí,Pues en mi caso mi maestra de Tutoría nunca nos dio una clase como tal de tutoría así que sugeriría que se dieran ese tipo de clases o de tiempo para orientarnos en cuanto a ciertas situaciones.
4394,Colegio de Ciencias y Humanidades,17,Masculino,A,No,Sí,Sí,Todo está bien 
4395,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,No,"Una mayor accesibilidad con los tutores, una mayor difusión de sus ventajas y el que se explique mejor el cómo es que tu tutor te puede ayudar"
4398,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Dar mas difusión sobre este recurso 
4399,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,No tengo
4400,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,Considero que no hay la información suficiente de la tutoria
4402,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,"Por el momento no, gracias."
4403,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,Mayor propagación de la información de los benéficos que ofrece la tutoría y mejor accesibilidad. 
4404,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,No,"No se nos da la suficiente información acerca de lo que es un tutor, únicamente se nos menciona quien es sin comentarnos en que ámbitos nos puede apoyar ni cuales son sus facultades."
4405,Escuela Nacional Preparatoria,17,Masculino,A,No,Sí,Sí,Implementar mas seriedad en el programa de tutoría
4407,Facultad e Contaduría y Administración,19,Femenino,A,Sí,No,Sí,"No tengo ninguna sugerencia, así esta bien"
4408,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Ninguna
4409,FES Aragón,18,Femenino,A,No,No,Sí,"Dar seguimiento a la tutoria, hay ocasiones en las que el profesor no da seguimiento al problema del alumnado, lo cual genera desconfianza."
4410,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,"En realidad la tutora que me tocó en minprepa está bastante preparada, es muy comprensible, me parece que la tutoría de ENP 4 en el 614 por la maestra Karina Capello es en verdad muy genial."
4411,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,no tengo ninguna 
4412,Escuela Nacional Preparatoria,16,Masculino,A,No,No,No,no c
4416,Colegio de Ciencias y Humanidades,16,Femenino,A,Sí,Sí,Sí,No. 
4417,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Ningúna
4418,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,incrementar las campañas para invitar a los alumnos a entrar a las tutorías.
4419,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Considero que una plática en donde se brinde información acerca del proceso de inscripciones y/o trámites serían de muchas ayuda. Ya que nos atenderán nuestras dudas y quedaría más claro para nosotros como alumnos próximos a comenzar una nueva etapa.
4420,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,No,"Que el tutor esté más al pendiente de los alumnos, ya que muchas veces el tutor ni si quiera está presente en los problemas colectivos"
